code,number,edition,character,series,quality,dye.code,dye.name,frame,morphed,trimmed,alias,wishlists,dropQuality,worker.effort,worker.style,owner
vqlnq8r,7889,4,Lilith,Combatants Will Be Dispatched!,3,,,,No,No,,1,3,31,F,saber
vqfcbj2,2229,2,Shotaro Hidari,Fuuto PI,3,,,,No,No,,18,3,39,F,saber
vqfjzx8,2023,5,Setsuna Yuki,Love Live! Nijigasaki High School Idol Club,2,,,,No,No,,46,2,40,F,saber
vq97vh3,1843,5,Rui Akikaze,Revue Starlight Re LIVE,2,,,,No,No,,2,2,26,F,saber
vq90m8g,196,4,Delacey,Neural Cloud,1,,,,No,No,,8,1,23,F,saber
vqg9vt3,98,1,Asura,Heavenly Delusion,2,,,,No,No,,1,2,10,F,saber
vq3cmb5,8222,3,Cheshire Cat,Pandora Hearts,2,,,,No,No,,11,2,19,F,saber
vq360qg,5196,4,Yutori Kokonogi,Tomodachi Game,2,,,,No,No,,4,2,21,F,saber
vq3fsql,196,4,Zain,For Whom the Alchemist Exists,2,,,,No,No,,2,2,30,F,saber
vq3ppz6,7177,4,Touko Sakurai,My Senpai is Annoying,1,,,,No,No,,72,1,19,F,saber
vq3m3t5,32117,2,Angel,Fairy Tail,3,,,,No,No,,6,3,45,F,saber
vqrct52,2192,2,Female Shez,Fire Emblem Warriors: Three Hopes,3,,,,No,No,,6,3,45,F,saber
vqr7lqv,419,4,Rosina,Ascendance of a Bookworm Season 2,1,,,,No,No,,1,1,15,F,saber
vqr458f,55185,1,Pichu,Pokémon: Diamond & Pearl,1,,,,No,No,,11,1,8,F,saber
vqrnwk9,8816,4,Seychelles,Hetalia: World Series,2,,,,No,No,,1,2,20,F,saber
vqrk2rl,6981,3,Titan,takt op.Destiny,1,,,,No,No,,109,1,18,F,saber
vqp8lw9,504,2,K,Nikke: Goddess of Victory,3,,,,No,No,,2,3,76,F,saber
vqp85bv,2115,5,Michelle,BanG Dream!,2,,,,No,No,,7,2,26,F,saber
vqp8g8p,21578,2,Koi Kisaragi,Tsukiuta. The Animation,2,,,,No,No,,1,2,13,F,saber
vq4cvc6,13186,3,Mao Isara,Ensemble Stars!,3,,,,No,No,,23,3,44,F,saber
vq4v4c6,7241,4,Altria Pendragon (Alter),Fate/Grand Order,1,,,,No,No,,110,1,19,F,saber
vqz684h,32330,2,Sae Niijima,Persona 5 the Animation,1,,,,No,No,,22,1,13,F,saber
vqzrr7g,12188,3,Alfie,Conception,2,,,,No,No,,1,2,15,F,saber
vqk540s,7840,4,Maid Alter,Carnival Phantasm,3,,,,No,No,,32,3,64,F,saber
vqw7rqs,31621,2,Laffitte,One Piece,2,,,,No,No,,6,2,16,F,saber
vqwvt8d,5299,3,Randal,Fire Emblem 0 (Cipher),2,,,,No,No,,1,2,15,F,saber
vq2pf5t,11653,3,Brock's Croagunk,Pokémon: Diamond & Pearl,2,,,,No,No,,5,2,23,F,saber
vq0sc48,54559,1,God Like Figure,Didn't I Say to Make My Abilities Average in the Next Life?!,4,,,,No,No,,1,4,8,F,saber
vq01w4v,20670,2,Santana,JoJo's Bizarre Adventure,0,,,,No,No,,5,0,6,F,saber
vqvd1mm,1582,5,Sonia Yanagi,Healer Girl,0,,,,No,No,,1,0,8,F,saber
vqmg2vh,54182,1,King Cold,Dragon Ball Z,2,,,,No,No,,1,2,8,F,saber
v0nqf10,17364,3,Daiki Ogano,Haikyuu!! Second Season,2,,,,No,No,,1,2,18,F,saber
v0b5lz2,24175,2,Krugne,Granblue Fantasy,2,,,,No,No,,1,2,14,F,saber
vvs6v4m,4941,3,Teresa Linares,Tales of Berseria,3,,,,No,No,,1,3,35,F,saber
vv8mvp9,1216,5,Tsumugu Kihara,Nagi no Asukara,3,,,,No,No,,2,3,54,F,saber
vvl1vgc,7193,4,Suzue Kanbe,Fugou Keiji: Balance:Unlimited,3,,,,No,No,,5,3,41,F,saber
vvl26ld,3353,2,Ga-tan,Log Horizon 2,2,,,,No,No,,2,2,18,F,saber
vvf26fh,52152,1,King Mickey,Disney Tsum Tsum,0,,,,No,No,,8,0,1,F,saber
vv9n8rw,19188,2,Saber Lion,Carnival Phantasm,2,,,,No,No,,23,2,24,F,saber
vvg54sc,9376,3,Kaoru Gojou,My Dress-Up Darling,4,,,,No,No,,5,4,90,F,saber
vvpx04q,2611,1,tateWaki,Log Horizon: Destruction of the Round Table,1,,,,No,No,,0,1,1,F,saber
vv43n94,23541,2,Laylamon,Digimon Xros Wars,2,,,,No,No,,1,2,14,F,saber
vv410tr,51914,1,Ishikawa,Hacka Doll the Animation,2,,,,No,No,,0,2,0,F,saber
vv4nj7f,12462,3,Shizue Izawa,That Time I Got Reincarnated as a Slime,1,,,,No,No,,128,1,20,F,saber
vv4nrx7,2190,3,Karl Heisenberg,Resident Evil Village,2,,,,No,No,,95,2,29,F,saber
vv4h3hz,7055,4,Salem,RWBY,2,,,,No,No,,14,2,24,F,saber
vvzc90j,37407,1,Cheetah,Cyberdimension Neptunia: 4 Goddesses Online,2,,,,No,No,,0,2,1,F,saber
vvz63p3,18459,2,Ayame Yomokawa,Kabaneri of the Iron Fortress,3,,,,No,No,,3,3,26,F,saber
vvz3v2d,51567,1,Fire Sprite,The Ancient Magus' Bride,1,,,,No,No,,1,1,1,F,saber
vv13jq7,11067,2,Jessie's Wobbuffet,Pokémon,4,,,,No,No,,5,4,96,F,saber
vv130pn,51513,1,Gulzar,Pokémon,1,,,,No,No,,1,1,1,F,saber
vv1477n,29030,2,Mr. Bear,Gakuen Alice,3,,,,No,No,,2,3,23,F,saber
vvn1hmr,989,5,Momomi Kiyashiki,Strawberry Panic,4,,,,No,No,,1,4,89,F,saber
vvnh9s3,7253,1,Makio,The House of the Lost on the Cape,2,,,,No,No,,0,2,1,F,saber
vvjcmr8,23633,2,Badwick's Father,Trigun,2,,,,No,No,,0,2,5,F,saber
vvjcp1c,26788,2,Kaiya,Jewelpet,3,,,,No,No,,1,3,19,F,saber
vvb77nl,29345,2,Uta,Tokyo Ghoul,2,,,,No,No,,61,2,30,F,saber
vv5xf1v,51015,1,Nebra Silva,Black Clover,3,,,,No,No,,1,3,24,F,saber
vv5pkfd,1083,5,Sakura,Fire Emblem Fates,3,,,,No,No,,6,3,69,F,saber
vv55hc9,29569,2,Glen Mackenzie,Fate/Zero,0,,,,No,No,,1,0,1,F,saber
vv52gdf,6032,4,Ace,Zero Escape,4,,,,No,No,,2,4,54,F,saber
vv509r4,2275,3,Seine,Log Horizon 2,1,,,,No,No,,1,1,9,F,saber
vv5q9d3,12082,2,Kirihito Mori,Kamisama Kiss 2nd Season,0,,,,No,No,,1,0,1,F,saber
vv5vtff,19714,1,Red's Dodrio,Pokémon Origins,2,,,,No,No,,1,2,6,F,saber
vv5m896,51286,1,Yashima,Sekirei: Pure Engagement,3,,,,No,No,,1,3,6,F,saber
vv5m7tv,2173,2,Shizuku Utsumi,Extreme Hearts,1,,,,No,No,,1,1,9,F,saber
vv5mdvp,51107,1,Fergus,Pokémon: The First Movie,0,,,,No,No,,1,0,0,F,saber
vvk62fd,825,5,Kamille Bidan,Mobile Suit Zeta Gundam,1,,,,No,No,,12,1,15,F,saber
vvksll9,10996,3,Genis Sage,Tales of Symphonia,1,,,,No,No,,2,1,8,F,saber
vvkx5n7,51343,1,Momiji,InuYasha,2,,,,No,No,,1,2,4,F,saber
vvws8bn,15501,3,Yoshi,"Don't Toy with Me, Miss Nagatoro",1,,,,No,No,,17,1,15,F,saber
vvw1h16,13015,2,Rentarou,The Disastrous Life of Saiki K.,2,,,,No,No,,0,2,14,F,saber
vv2ff4c,5904,4,Shenhe,Genshin Impact,2,,,,No,No,,945,2,51,F,saber
vv29n04,21764,2,Lim Tae-Gyu,Solo Leveling,1,,,,No,No,,1,1,8,F,saber
vv2k9vt,51327,1,Kartana,Pokémon Sun & Moon,3,,,,No,No,,1,3,15,F,saber
vvhcx93,11379,2,Etzel,Fire Emblem: Shadow Dragon,2,,,,No,No,,1,2,15,F,saber
vvhs5td,15616,3,Kiyoshi Fujino,Prison School,2,,,,No,No,,6,2,20,F,saber
vvhs0x7,608,5,Silver,Twisted Wonderland,3,,,,No,No,,28,3,76,F,saber
vvhdznq,15971,3,Nanaka,Princess Connect! Re: Dive,2,,,,No,No,,1,2,20,F,saber
vvhrx6r,1028,5,Sigurd,Fire Emblem: Genealogy of the Holy War,3,,,,No,No,,8,3,59,F,saber
vvh3tnv,11107,3,Inugami Korone,Hololive: Holo no Graffiti,1,,,,No,No,,393,1,24,F,saber
vvhp7lj,4224,2,Isao Gumakura,Shaman King (2021),1,,,,No,No,,0,1,5,F,saber
vvh22qw,139,1,Chimera,Campfire Cooking in Another World with My Absurd Skill,1,,,,No,No,,1,1,1,F,saber
vvhmdhr,15270,2,Sothis,Fire Emblem: Three Houses,2,,,,No,No,,15,2,16,F,saber
vv0ttqp,1162,4,Argama,Mobile Suit Zeta Gundam,2,,,,No,No,,1,2,16,F,saber
vv0txn2,25829,2,Kinoko Komori,My Hero Academia 2,2,,,,No,No,,16,2,29,F,saber
vvmx5qg,629,4,Chrome (Glory),Punishing Gray Raven,0,,,,No,No,,18,0,8,F,saber
vvmq9vv,44740,1,Mitsuko Komyoj,Android Kikaider,1,,,,No,No,,1,1,0,F,saber
vm64tjn,50447,1,Polt,Monster Musume no Iru Nichijou,0,,,,No,No,,5,0,1,F,saber
vm60z3p,46038,1,Tomonari Shiga,Haikyuu!! To the Top,3,,,,No,No,,1,3,14,F,saber
vm6vvmc,10365,2,Daidaimaru,Kamisama Kiss 2nd Season,3,,,,No,No,,1,3,26,F,saber
vm6mk6s,46023,1,Ame Onna,Onmyoji: Heian Monogatari,2,,,,No,No,,1,2,1,F,saber
vmxcvnj,22168,2,Ricardo,Fugou Keiji: Balance:Unlimited,2,,,,No,No,,1,2,6,F,saber
vmxvk92,6569,3,Prosciutto,JoJo's Bizarre Adventure: Golden Wind,2,,,,No,No,,7,2,29,F,saber
vms2f9m,51130,1,Musashi Miyamoto,Sengoku Basara: Samurai Kings 2,3,,,,No,No,,0,3,1,F,saber
vmsw992,50581,1,Donet McGuinness,Mahou Sensei Negima! ~Mou Hitotsu no Sekai~,2,,,,No,No,,0,2,1,F,saber
vms2pqt,11511,3,Idia Shroud,Twisted Wonderland,2,,,,No,No,,146,2,25,F,saber
vm9qt8r,12217,3,Portgas D. Ace,One Piece,3,,,,No,No,,996,3,98,F,saber
vmz7n66,222,5,Mukuro Hoshimiya,Date A Live IV,2,,,,No,No,,50,2,48,F,saber
vmzg26m,6020,3,Beru,Solo Leveling,3,,,,No,No,,319,3,93,F,saber
vm2kf26,205,5,Astolfo,Fate/Apocrypha,4,,,,No,No,,997,0,180,F,saber
ccc50p,553,5,Yachiyo Tsuruhime,Revue Starlight Re LIVE,3,,,,No,No,,1,3,61,F,saber
ccr5pm,732,3,Fragrant Olive,Log Horizon 2,2,,,,No,No,,1,2,23,F,saber
cd347m,439,2,Roe 2,Log Horizon 2,4,,,,No,No,,4,4,83,F,saber
c74q5b,15466,2,Bercouli,Sword Art Online: Alicization,2,,,,No,No,,17,2,24,F,saber
cfwn11,514,4,Mira,She Professed Herself Pupil of the Wise Man,3,,,,No,No,,23,3,76,F,saber
cf2698,11114,3,Edmond Dantès,Fate/Grand Order,2,,,,No,No,,23,2,24,F,saber
cgr26b,171,5,Noire,Hyperdimension Neptunia,4,,,,No,No,,36,4,183,F,saber
cgm2r4,10463,3,Mata Hari,Fate/Grand Order,1,,,,No,No,,17,1,16,F,saber
crr6c2,5433,4,Eren Jaeger,Attack on Titan,2,,,,No,No,,2769,2,51,F,saber
139n32,909,3,Zoro Roronoa,One Piece,4,,,,No,No,,5472,2,201,F,saber
cr5wdk,27,5,Melty Q Melromarc,The Rising of the Shield Hero,2,,,,No,No,,33,2,43,F,saber
cp5fjn,435,4,Miyabi Kuromiya,Black Summoner,2,,,,No,No,,1,2,25,F,saber
cpw400,4960,4,Ishtar,Fate/Grand Order,1,,,,No,No,,396,1,23,F,saber
cztjfk,289,5,Kiyohime,Fate/Grand Order,3,,,,No,No,,17,3,83,F,saber
czdgm7,5684,4,Percival,Fate/Grand Order,2,,,,No,No,,3,2,25,F,saber
czt52x,256,5,Charlotte Schneider,takt op.Destiny,2,,,,No,No,,1,2,33,F,saber
cbc9g6,48521,1,Boof,Suzy's Zoo Daisuki! Witzy,2,,,,No,No,,3,2,4,F,saber
cb8jgl,368,3,Kanami,Log Horizon,1,,,,No,No,,1,1,15,F,saber
6sw12c,11246,3,Dark Sakura,Fate/stay night: Heaven's Feel II. lost butterfly,1,,,,No,No,,93,1,20,F,saber
60sztq,12537,3,Saber Lion,Carnival Phantasm,2,,,,No,No,,23,2,19,F,saber
x4jpp6,394,2,Bill Watkins,Spy x Family,2,,,,No,No,,2,2,28,F,saber
xzmrdn,4997,4,Satsuki Momoi,Kuroko's Basketball,3,,,,No,No,,47,3,73,F,saber
xn33wn,11207,3,Ishtar Ashtart,Fate/Grand Order,0,,,,No,No,,19,0,8,F,saber
xjc7k6,412,4,Yaga Masamichi,Jujutsu Kaisen,2,,,,No,No,,5,2,43,F,saber
xhhmkv,10597,3,Julia,Fire Emblem: Genealogy of the Holy War,2,,,,No,No,,7,2,24,F,saber
xm6db2,9306,3,Amadeus,Steins;Gate 0,2,,,,No,No,,22,2,28,F,saber
sc8v4h,23982,2,Senkou,Senran Kagura: New Link,3,,,,No,No,,7,3,53,F,saber
sxvlpd,16644,2,Saber Lion,Carnival Phantasm,4,,,,No,No,,23,4,90,F,saber
stpbfb,34,1,Gene Fini,Eiga Daisuki Pompo-san,2,,,,No,No,,4,2,5,F,saber
s8x5b2,3800,4,Yue,Arifureta: From Commonplace to World's Strongest,1,,,,No,No,,237,1,21,F,saber
slx8f2,4713,4,Shintarou Midorima,Kuroko's Basketball,4,,,,No,No,,80,4,156,F,saber
slhttc,5919,3,Caitlyn,Arcane,0,,,,No,No,,563,0,14,F,saber
s9v657,4024,4,Leone Abbacchio,JoJo's Bizarre Adventure: Golden Wind,2,,,,No,No,,66,2,50,F,saber
1wvqb1,9137,2,Saber,Fate/stay night,1,,,,No,No,,1285,1,25,F,saber
7fc7w8,15226,2,Rin Tohsaka,Fate/stay night,1,,,,No,No,,1365,1,25,F,saber
7n953s,2943,4,Diane,The Seven Deadly Sins,1,,,,No,No,,140,1,26,F,saber
t20z4v,9163,3,David,Fate/Grand Order,3,,,,No,No,,1,3,38,F,saber
tqj9kc,215,2,Ariane Glenys Maple,Skeleton Knight in Another World,3,,,,No,No,,72,3,75,F,saber
tv64p7,2096,4,Kaoru Sakurayashiki,SK8 the Infinity,3,,,,No,No,,176,3,98,F,saber
tvwdzl,14850,2,Nelliel Tu Odelschwanck,Bleach,2,,,,No,No,,263,2,40,F,saber
tm29n9,14436,2,Jeanne d'Arc (Alter),Fate/Grand Order,2,,,,No,No,,366,2,40,F,saber
8c2s9p,9047,3,Bronya Zaychik,Honkai Impact 3rd,3,,,,No,No,,221,3,79,F,saber
860j48,8729,3,Panda,Tekken: Blood Vengeance,2,,,,No,No,,2,2,23,F,saber
8lb05h,33232,1,Spotted Len,Carnival Phantasm,2,,,,No,No,,1,2,4,F,saber
8p46jq,1517,4,Naoto Tachibana,Tokyo Revengers,2,,,,No,No,,38,2,46,F,saber
85bf6b,676,4,Captain Nemo,Fate/Grand Order,0,,,,No,No,,8,0,8,F,saber
8hts1f,7539,3,Sebastian Michaelis,Black Butler,2,,,,No,No,,447,2,44,F,saber
8qk4z4,7326,2,Ken Ryuguji,Tokyo Revengers,1,,,,No,No,,1312,1,26,F,saber
8vw4b2,37119,1,Oshiri Mae Man,Oshiri Mae Man,2,,,,No,No,,7,2,6,F,saber
l723cj,10836,2,Vlad III,Fate/EXTRA,4,,,,No,No,,3,4,68,F,saber
l802lb,13372,1,Emma,The Promised Neverland,1,,,,No,No,,191,1,21,F,saber
l9x825,1457,4,Monika,Doki Doki Literature Club!,1,,,,No,No,,530,1,30,F,saber
l9dmc2,330,4,Yor Forger,Spy x Family,4,,,karutaanniversary2022,No,No,,4654,4,318,B,saber
lggcfq,3431,1,Laplus Darknesss,Hololive: Holo no Graffiti,1,,,,No,No,,185,1,20,F,saber
1vbq28,167,3,Astolfo,Fate/Apocrypha,2,,,,No,No,,997,2,51,F,saber
l024gf,172,4,Katou Danzou,Fate/Grand Order,2,,,,No,No,,6,2,36,F,saber
fc7vgt,6763,3,Nezuko Kamado,Demon Slayer: Kimetsu no Yaiba,4,,,,No,No,,8665,4,228,F,saber
fc9wz0,640,4,Catwoman,Batman Ninja,4,,,,No,No,,33,4,120,F,saber
f6swjf,283,4,Lancelot,Fate/Zero,2,,,,No,No,,13,2,34,F,saber
f7c22l,160,4,Jack the Ripper,Fate/Apocrypha,1,,,,No,No,,34,1,20,F,saber
fljx6d,930,4,Arcueid Brunestud,Tsukihime,3,,,,No,No,,118,3,76,F,saber
ffm99x,854,3,Hessian Lobo,Fate/Grand Order,2,,,,No,No,,2,2,24,F,saber
fr2s06,696,4,Charlotte Corday,Fate/Grand Order,1,,,,No,No,,10,1,16,F,saber
fpc9pj,5683,3,Bazett Fraga McRemitz,Fate/hollow ataraxia,3,,,,No,No,,11,3,55,F,saber
fp1mkj,7518,3,Kaede Makidera,Fate/stay night: Unlimited Blade Works,0,,,,No,No,,1,0,4,F,saber
fz8c8g,390,2,Green,Pokémon Evolutions,3,,,,No,No,,7,3,58,F,saber
fz5736,117,4,Purple Sister,Hyperdimension Neptunia,2,,,,No,No,,7,2,33,F,saber
fj956n,6474,3,Cha Hae-In,Solo Leveling,1,,,,No,No,,1240,1,24,F,saber
fj95x0,4818,1,Ishtar Ashtart,Fate/Grand Order,4,,,,No,No,,19,4,81,F,saber
fjvbx9,33180,1,IBN 5100,Steins;Gate 0,2,,,,No,No,,1,2,4,F,saber
fbxtcs,16066,1,Beast III/R,Fate/Grand Order,1,,,,No,No,,2,1,9,F,saber
fbxtsr,7690,3,Temari,Naruto,2,,,,No,No,,36,2,44,F,saber
fbxtsp,13157,2,Echidna,Re:ZERO -Starting Life in Another World- Season 2,3,,,,No,No,,343,3,95,F,saber
fb4sww,7373,3,Mori Calliope,Hololive EN,2,,,,No,No,,1000,2,51,F,saber
fwvvb7,7765,3,Teru Minamoto,Toilet-Bound Hanako-kun,1,,,,No,No,,67,1,16,F,saber
f241jj,492,4,Yuuki Anzai,Devils' Line,3,,,,No,No,,51,3,65,F,saber
fqqx90,7619,3,Jun Shiomi,Food Wars! Shokugeki no Souma,1,,,,No,No,,2,1,9,F,saber
fqqt4f,228,4,Gareth,Fate/Grand Order,2,,,,No,No,,3,2,29,F,saber
fvvmbx,289,4,Erina Nakiri,Food Wars! Shokugeki no Souma,0,,,,No,No,,452,0,13,F,saber
f0m1wb,9,2,Clair Vaux Bernardus,Umineko: When They Cry,3,,,,No,No,,2,3,41,F,saber
f0m1w5,195,4,Wonton,Food Fantasy,2,,,,No,No,,2,2,29,F,saber
f0m1ww,11936,2,Taek Jegal,The God of High School,2,,,,No,No,,7,2,18,F,saber
f0m1w2,11935,2,Taek Jegal,The God of High School,1,,,,No,No,,7,1,8,F,saber
f0m1q8,12767,2,Rosinante Donquixote,One Piece,1,,,,No,No,,237,1,19,F,saber
q7dwgw,9,2,Saber,Fate/stay night,4,$0k2pc,Mystic Munsell Yellow,carraramarble,Yes,Yes,,1285,2,379,S,saber
fvscl2,829,3,Elizabeth Báthory (Brave),Fate/Grand Order,2,,,,No,No,,4,2,33,F,saber
fvscnt,17525,2,Shinji Matou,Fate/stay night,2,,,,No,No,,3,2,19,F,saber
fvrtcm,5134,2,Morgan,Fate/Grand Order,3,,,,No,No,,68,3,68,F,saber
9cn7hv,4710,1,Saber Lily,Fate/Grand Order,2,,,,No,No,,18,2,20,F,saber
968mpq,52,4,Hakuno Kishinami,Fate/Extra Last Encore,1,,,,No,No,,3,1,10,F,saber
9s5l3f,267,4,Parvati,Fate/Grand Order,1,,,,No,No,,6,1,16,F,saber
9s1kn5,6069,3,Jeanne d'Arc (Alter),Fate/Grand Order,3,,,,No,No,,366,3,94,F,saber
nrt341,378,3,Mash Kyrielight,Fate/Grand Order,1,,,,No,No,,265,1,25,F,saber
z1h2k0,15,3,Eric Bloodaxe,Fate/Grand Order,1,,,,No,No,,1,1,8,F,saber
z41xd0,72,3,Van Gogh,Fate/Grand Order,2,,,,No,No,,20,2,31,F,saber
1f9pd0,113,3,Ushiwakamaru,Fate/Grand Order,0,,,,No,No,,48,0,8,F,saber
9glzhn,38,4,Penthesilea,Fate/Grand Order,4,,,,No,No,,4,2,121,F,saber
9fq857,5906,3,Brynhildr,Fate/Prototype: Sougin no Fragments,2,,,,No,No,,14,2,23,F,saber
9fhpkr,32993,1,Bananya,Bananya,1,,,,No,No,,41,1,14,F,saber
j6r4qh,666,1,Holy Medallion,Rurouni Kenshin,4,,,abandonedchurch,No,No,,0,3,16,B,saber
9gk6vb,5840,3,Saber,Fate/stay night,2,,,,No,No,,1285,2,53,F,saber
9gqr1l,6013,3,Paimon,Genshin Impact,3,,,,No,No,,484,3,110,F,saber
93tbvt,5734,3,Leafa,Sword Art Online,1,,,,No,No,,93,1,23,F,saber
933gjs,15442,1,Yae Sakura,Honkai Impact 3rd,2,,,,No,No,,158,2,25,F,saber
93k7k3,5162,2,Scáthach,Fate/Grand Order,2,,,,No,No,,262,2,39,F,saber
930ck2,4985,2,Murasaki Shikibu,Fate/Grand Order,2,,,,No,No,,130,2,29,F,saber
9rtjp6,12340,2,Ereshkigal,Fate/Grand Order,3,,,,No,No,,189,3,83,F,saber
9r9dq6,5004,3,Christopher Columbus,Fate/Grand Order,2,,,,No,No,,2,2,20,F,saber
9r9dql,5814,3,Ken Ryuguji,Tokyo Revengers,3,,,,No,No,,1312,3,110,F,saber
9r9dqg,67,2,Mikhail Yashin,Tsuki to Laika to Nosferatu,2,,,,No,No,,1,2,9,F,saber
9r9dq4,246,2,Ryo Marufuji,Yu-Gi-Oh! GX,2,,,,No,No,,15,2,21,F,saber
9r9dqv,303,3,Enrico Maxwell,Hellsing,0,,,,No,No,,2,0,5,F,saber
9r9d06,6562,3,Medea (Lily),Fate/Grand Order,2,,,,No,No,,3,2,28,F,saber
9rlfjb,73,4,Captain Marvel,Marvel Future Avengers,4,,,,No,No,,6,4,130,F,saber
9rlfjk,8463,2,Herrscher of the Void,Honkai Impact 3rd,3,,,,No,No,,171,3,90,F,saber
9r9d0n,845,3,Leone Abbacchio,JoJo's Bizarre Adventure: Golden Wind,1,,,,No,No,,66,1,24,F,saber
9rlfbl,8878,2,Beru,Solo Leveling,1,,,,No,No,,319,1,23,F,saber
9rlfbf,4974,3,Ashiya Douman,Fate/Grand Order,1,,,,No,No,,9,1,13,F,saber
9rlfb9,4966,2,Yan Qing,Fate/Grand Order,0,,,,No,No,,10,0,4,F,saber
9r9dv8,5512,3,Naruto Uzumaki,Naruto,3,,,,No,No,,3074,3,115,F,saber
9r9dvr,5620,2,Sangonomiya Kokomi,Genshin Impact,3,,,,No,No,,917,3,108,F,saber
9r9dvz,287,3,Jakob,Fire Emblem Fates,2,,,,No,No,,10,2,25,F,saber
9r9dvb,6870,3,Panda,Jujutsu Kaisen,4,,,,No,No,,232,4,209,F,saber
9rh1k2,8759,2,Rebecca Bluegarden,Edens Zero,1,,,,No,No,,95,1,20,F,saber
9pbj29,6468,3,Robin Hood,Fate/EXTRA,2,,,,No,No,,2,2,21,F,saber
94tblx,14474,1,Hildr,Fate/Grand Order,4,,,,No,No,,1,4,56,F,saber
94zzs7,5747,2,Kamisato Ayaka,Genshin Impact,0,,,,No,No,,1622,0,15,F,saber
911ncf,91,2,Echizen,Tanaka-kun is Always Listless,1,,,,No,No,,10,1,10,F,saber
9n85w2,5908,3,Karna,Fate/Apocrypha,2,,,,No,No,,47,2,28,F,saber
9n85v5,5982,3,Nasa Yuzaki,Tonikaku Kawaii,2,,,,No,No,,43,2,31,F,saber
9ngrm1,550,3,Mii,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",4,,,,No,No,,10,4,99,F,saber
9ngpcz,6611,3,Hana Uzaki,Uzaki-chan Wants to Hang Out!,2,,,,No,No,,187,2,49,F,saber
9ngp6s,5453,3,Tetsuya Kuroko,Kuroko's Basketball,3,,,,No,No,,380,3,95,F,saber
q36w7w,4269,1,Keqing,Genshin Impact,4,,,,No,Yes,,1198,1,214,F,saber
3mgttg,3903,3,Jeanne d'Arc,Fate/Apocrypha,2,,,,No,No,,180,2,41,F,saber
9npn6d,68,2,Esra,Magi: Adventure of Sinbad OVA,3,,,,No,No,,1,3,31,F,saber
95vv6f,4693,2,Nero Claudius (Bride),Fate/Grand Order,3,,,,No,No,,46,3,66,F,saber
95vv7v,1707,2,Roseria Dart,Epic Seven,3,,,,No,No,,3,3,45,F,saber
9kmmxk,442,1,Blue's Pidgeot,Pokémon Origins,0,,,,No,No,,1,0,1,F,saber
926f9n,5413,3,William Shakespeare,Fate/Apocrypha,2,,,,No,No,,4,2,20,F,saber
9hb8d9,31998,1,Farmer,Dragon Ball Z,3,,,,No,No,,9,3,15,F,saber
9qr5d3,16090,2,Kazushi Sudou,Overflow,2,,,,No,No,,24,2,23,F,saber
9qr5g1,6905,3,Herrscher of the Void,Honkai Impact 3rd,0,,,,No,No,,171,0,14,F,saber
9qnkbd,4655,2,Beowulf,Fate/Grand Order,3,,,,No,No,,1,3,36,F,saber
90s2ds,145,2,Mesprit,Pokémon: Diamond & Pearl,2,,,,No,No,,1,2,21,F,saber
z1zdb0,1296,3,Rin Tohsaka,Fate/stay night,4,$l3vtp,Sapphire Fog,karutaanniversary2022,Yes,No,,1365,4,336,B,saber
9m52wz,354,2,Yun Jin,Genshin Impact,2,,,,No,No,,116,2,58,F,saber
gc425l,4707,3,Shibata Katsuie,Fate/Grand Order,0,,,,No,No,,1,0,5,F,saber
gc0fbh,3150,1,Esri Tuatha Dé,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,0,,,,No,No,,5,0,5,F,saber
g6nzxj,31275,1,Tanaka,Fate/Kaleid Liner Prisma Illya 3rei!!,2,,,,No,No,,1,2,8,F,saber
g6whkz,16322,2,Hassan-i-Sabbah,Fate/Zero,1,,,,No,No,,1,1,8,F,saber
gr3gg6,4333,3,Ishtar Ashtart,Fate/Grand Order,3,,,,No,No,,19,3,66,F,saber
gjct4m,12043,2,Hitagi Senjogahara,Bakemonogatari,1,,,,No,No,,459,1,19,F,saber
gj2b1k,5726,3,Miyamoto Musashi,Fate/Grand Order,2,,,,No,No,,136,2,40,F,saber
gwsc9d,4114,2,Saber Lily,Fate/Grand Order,1,,,,No,No,,18,1,15,F,saber
gwppkc,5696,1,Yamato,One Piece,2,,,,No,No,,1568,2,43,F,saber
ghlrsc,11697,2,Shinobu Kochou,Demon Slayer: Kimetsu no Yaiba,2,,,,No,No,,3045,2,50,F,saber
gmcmwr,5226,3,Lisa Yadomaru,Bleach,2,,,,No,No,,5,2,28,F,saber
3ccp65,5249,3,Twenty-Fifth Baam,Tower of God,2,,,,No,No,,244,2,48,F,saber
36dx0d,29602,1,Witch Queen,Black Clover,2,,,,No,No,,1,2,13,F,saber
3ss7bl,4416,3,Purple Heart,Hyperdimension Neptunia,0,,,,No,No,,62,0,6,F,saber
3dw4r3,5019,3,Daiki Aomine,Kuroko's Basketball,2,,,,No,No,,220,2,41,F,saber
3t8qs3,4905,3,Martha,Fate/Grand Order,2,,,,No,No,,1,2,21,F,saber
3t8qsr,5584,3,Scáthach,Fate/Grand Order,4,,,,No,No,,262,4,161,F,saber
3lz614,4917,3,Byakuya Togami,Danganronpa: The Animation,0,,,,No,No,,104,0,8,F,saber
3lh5vb,10785,2,Misa Amane,Death Note,3,,,,No,No,,531,3,91,F,saber
