code,number,edition,character,series,quality,wishlists,dropQuality
cd347m,439,2,Roe 2,Log Horizon 2,4,4,4
c74q5b,15466,2,Bercouli,Sword Art Online: Alicization,2,17,2
cfwn11,514,4,Mira,She Professed Herself Pupil of the Wise Man,3,23,3
cf2698,11114,3,Edmond Dantès,Fate/Grand Order,2,23,2
cgr26b,171,5,Noire,Hyperdimension Neptunia,4,36,4
cgm2r4,10463,3,Mata Hari,Fate/Grand Order,1,17,1
crr6c2,5433,4,Eren Jaeger,Attack on Titan,2,2769,2
139n32,909,3,Zoro Roronoa,One Piece,4,5472,2
cr5wdk,27,5,Melty Q Melromarc,The Rising of the Shield Hero,2,33,2
cp5fjn,435,4,Miyabi Kuromiya,Black Summoner,2,1,2
cpw400,4960,4,Ishtar,Fate/Grand Order,1,396,1
cztjfk,289,5,Kiyohime,Fate/Grand Order,3,17,3
czdgm7,5684,4,Percival,Fate/Grand Order,2,3,2
czt52x,256,5,Charlotte Schneider,takt op.Destiny,2,1,2
cbc9g6,48521,1,Boof,Suzy's Zoo Daisuki! Witzy,2,3,2
cb8jgl,368,3,Kanami,Log Horizon,1,1,1
6sw12c,11246,3,Dark Sakura,Fate/stay night: Heaven's Feel II. lost butterfly,1,93,1
60sztq,12537,3,Saber Lion,Carnival Phantasm,2,23,2
x4jpp6,394,2,Bill Watkins,Spy x Family,2,2,2
xzmrdn,4997,4,Satsuki Momoi,Kuroko's Basketball,3,47,3
xn33wn,11207,3,Ishtar Ashtart,Fate/Grand Order,0,19,0
xjc7k6,412,4,Yaga Masamichi,Jujutsu Kaisen,2,5,2
xhhmkv,10597,3,Julia,Fire Emblem: Genealogy of the Holy War,2,7,2
xm6db2,9306,3,Amadeus,Steins;Gate 0,2,22,2
sc8v4h,23982,2,Senkou,Senran Kagura: New Link,3,7,3
sxvlpd,16644,2,Saber Lion,Carnival Phantasm,4,23,4
stpbfb,34,1,Gene Fini,Eiga Daisuki Pompo-san,2,4,2
s8x5b2,3800,4,Yue,Arifureta: From Commonplace to World's Strongest,1,237,1
slx8f2,4713,4,Shintarou Midorima,Kuroko's Basketball,4,80,4
slhttc,5919,3,Caitlyn,Arcane,0,563,0
s9v657,4024,4,Leone Abbacchio,JoJo's Bizarre Adventure: Golden Wind,2,66,2
1wvqb1,9137,2,Saber,Fate/stay night,1,1285,1
7fc7w8,15226,2,Rin Tohsaka,Fate/stay night,1,1365,1
7n953s,2943,4,Diane,The Seven Deadly Sins,1,140,1
t20z4v,9163,3,David,Fate/Grand Order,3,1,3
tqj9kc,215,2,Ariane Glenys Maple,Skeleton Knight in Another World,3,72,3
tv64p7,2096,4,Kaoru Sakurayashiki,SK8 the Infinity,3,176,3
tvwdzl,14850,2,Nelliel Tu Odelschwanck,Bleach,2,263,2
tm29n9,14436,2,Jeanne d'Arc (Alter),Fate/Grand Order,2,366,2
8c2s9p,9047,3,Bronya Zaychik,Honkai Impact 3rd,3,221,3
860j48,8729,3,Panda,Tekken: Blood Vengeance,2,2,2
8lb05h,33232,1,Spotted Len,Carnival Phantasm,2,1,2
8p46jq,1517,4,Naoto Tachibana,Tokyo Revengers,2,38,2
85bf6b,676,4,Captain Nemo,Fate/Grand Order,0,8,0
8hts1f,7539,3,Sebastian Michaelis,Black Butler,2,447,2
8qk4z4,7326,2,Ken Ryuguji,Tokyo Revengers,1,1312,1
8vw4b2,37119,1,Oshiri Mae Man,Oshiri Mae Man,2,7,2
l723cj,10836,2,Vlad III,Fate/EXTRA,4,3,4
l802lb,13372,1,Emma,The Promised Neverland,1,191,1
l9x825,1457,4,Monika,Doki Doki Literature Club!,1,530,1
l9dmc2,330,4,Yor Forger,Spy x Family,4,4654,4
lggcfq,3431,1,Laplus Darknesss,Hololive: Holo no Graffiti,1,185,1
1vbq28,167,3,Astolfo,Fate/Apocrypha,2,997,2
l024gf,172,4,Katou Danzou,Fate/Grand Order,2,6,2
fc7vgt,6763,3,Nezuko Kamado,Demon Slayer: Kimetsu no Yaiba,4,8665,4
fc9wz0,640,4,Catwoman,Batman Ninja,4,33,4
f6swjf,283,4,Lancelot,Fate/Zero,2,13,2
f7c22l,160,4,Jack the Ripper,Fate/Apocrypha,1,34,1
fljx6d,930,4,Arcueid Brunestud,Tsukihime,3,118,3
ffm99x,854,3,Hessian Lobo,Fate/Grand Order,2,2,2
fr2s06,696,4,Charlotte Corday,Fate/Grand Order,1,10,1
fpc9pj,5683,3,Bazett Fraga McRemitz,Fate/hollow ataraxia,3,11,3
fp1mkj,7518,3,Kaede Makidera,Fate/stay night: Unlimited Blade Works,0,1,0
fz8c8g,390,2,Green,Pokémon Evolutions,3,7,3
fz5736,117,4,Purple Sister,Hyperdimension Neptunia,2,7,2
fj956n,6474,3,Cha Hae-In,Solo Leveling,1,1240,1
fj95x0,4818,1,Ishtar Ashtart,Fate/Grand Order,4,19,4
fjvbx9,33180,1,IBN 5100,Steins;Gate 0,2,1,2
fbxtcs,16066,1,Beast III/R,Fate/Grand Order,1,2,1
fbxtsr,7690,3,Temari,Naruto,2,36,2
fbxtsp,13157,2,Echidna,Re:ZERO -Starting Life in Another World- Season 2,3,343,3
fb4sww,7373,3,Mori Calliope,Hololive EN,2,1000,2
fwvvb7,7765,3,Teru Minamoto,Toilet-Bound Hanako-kun,1,67,1
f241jj,492,4,Yuuki Anzai,Devils' Line,3,51,3
fqqx90,7619,3,Jun Shiomi,Food Wars! Shokugeki no Souma,1,2,1
fqqt4f,228,4,Gareth,Fate/Grand Order,2,3,2
fvvmbx,289,4,Erina Nakiri,Food Wars! Shokugeki no Souma,0,452,0
f0m1wb,9,2,Clair Vaux Bernardus,Umineko: When They Cry,3,2,3
f0m1w5,195,4,Wonton,Food Fantasy,2,2,2
f0m1ww,11936,2,Taek Jegal,The God of High School,2,7,2
f0m1w2,11935,2,Taek Jegal,The God of High School,1,7,1
f0m1q8,12767,2,Rosinante Donquixote,One Piece,1,237,1
q7dwgw,9,2,Saber,Fate/stay night,4,1285,2
fvscl2,829,3,Elizabeth Báthory (Brave),Fate/Grand Order,2,4,2
fvscnt,17525,2,Shinji Matou,Fate/stay night,2,3,2
fvrtcm,5134,2,Morgan,Fate/Grand Order,3,68,3
9cn7hv,4710,1,Saber Lily,Fate/Grand Order,2,18,2
968mpq,52,4,Hakuno Kishinami,Fate/Extra Last Encore,1,3,1
9s5l3f,267,4,Parvati,Fate/Grand Order,1,6,1
9s1kn5,6069,3,Jeanne d'Arc (Alter),Fate/Grand Order,3,366,3
nrt341,378,3,Mash Kyrielight,Fate/Grand Order,1,265,1
z1h2k0,15,3,Eric Bloodaxe,Fate/Grand Order,1,1,1
z41xd0,72,3,Van Gogh,Fate/Grand Order,2,20,2
1f9pd0,113,3,Ushiwakamaru,Fate/Grand Order,0,48,0
9glzhn,38,4,Penthesilea,Fate/Grand Order,4,4,2
9fq857,5906,3,Brynhildr,Fate/Prototype: Sougin no Fragments,2,14,2
9fhpkr,32993,1,Bananya,Bananya,1,41,1
j6r4qh,666,1,Holy Medallion,Rurouni Kenshin,4,0,3
9gk6vb,5840,3,Saber,Fate/stay night,2,1285,2
9gqr1l,6013,3,Paimon,Genshin Impact,3,484,3
93tbvt,5734,3,Leafa,Sword Art Online,1,93,1
933gjs,15442,1,Yae Sakura,Honkai Impact 3rd,2,158,2
93k7k3,5162,2,Scáthach,Fate/Grand Order,2,262,2
930ck2,4985,2,Murasaki Shikibu,Fate/Grand Order,2,130,2
9rtjp6,12340,2,Ereshkigal,Fate/Grand Order,3,189,3
9r9dq6,5004,3,Christopher Columbus,Fate/Grand Order,2,2,2
9r9dql,5814,3,Ken Ryuguji,Tokyo Revengers,3,1312,3
9r9dqg,67,2,Mikhail Yashin,Tsuki to Laika to Nosferatu,2,1,2
9r9dq4,246,2,Ryo Marufuji,Yu-Gi-Oh! GX,2,15,2
9r9dqv,303,3,Enrico Maxwell,Hellsing,0,2,0
9r9d06,6562,3,Medea (Lily),Fate/Grand Order,2,3,2
9rlfjb,73,4,Captain Marvel,Marvel Future Avengers,4,6,4
9rlfjk,8463,2,Herrscher of the Void,Honkai Impact 3rd,3,171,3
9r9d0n,845,3,Leone Abbacchio,JoJo's Bizarre Adventure: Golden Wind,1,66,1
9rlfbl,8878,2,Beru,Solo Leveling,1,319,1
9rlfbf,4974,3,Ashiya Douman,Fate/Grand Order,1,9,1
9rlfb9,4966,2,Yan Qing,Fate/Grand Order,0,10,0
9r9dv8,5512,3,Naruto Uzumaki,Naruto,3,3074,3
9r9dvr,5620,2,Sangonomiya Kokomi,Genshin Impact,3,917,3
9r9dvz,287,3,Jakob,Fire Emblem Fates,2,10,2
9r9dvb,6870,3,Panda,Jujutsu Kaisen,4,232,4
9rh1k2,8759,2,Rebecca Bluegarden,Edens Zero,1,95,1
9pbj29,6468,3,Robin Hood,Fate/EXTRA,2,2,2
94tblx,14474,1,Hildr,Fate/Grand Order,4,1,4
94zzs7,5747,2,Kamisato Ayaka,Genshin Impact,0,1622,0
911ncf,91,2,Echizen,Tanaka-kun is Always Listless,1,10,1
9n85w2,5908,3,Karna,Fate/Apocrypha,2,47,2
9n85v5,5982,3,Nasa Yuzaki,Tonikaku Kawaii,2,43,2
9ngrm1,550,3,Mii,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",4,10,4
9ngpcz,6611,3,Hana Uzaki,Uzaki-chan Wants to Hang Out!,2,187,2
9ngp6s,5453,3,Tetsuya Kuroko,Kuroko's Basketball,3,380,3
q36w7w,4269,1,Keqing,Genshin Impact,4,1198,1
3mgttg,3903,3,Jeanne d'Arc,Fate/Apocrypha,2,180,2
9npn6d,68,2,Esra,Magi: Adventure of Sinbad OVA,3,1,3
95vv6f,4693,2,Nero Claudius (Bride),Fate/Grand Order,3,46,3
95vv7v,1707,2,Roseria Dart,Epic Seven,3,3,3
9kmmxk,442,1,Blue's Pidgeot,Pokémon Origins,0,1,0
926f9n,5413,3,William Shakespeare,Fate/Apocrypha,2,4,2
9hb8d9,31998,1,Farmer,Dragon Ball Z,3,9,3
9qr5d3,16090,2,Kazushi Sudou,Overflow,2,24,2
9qr5g1,6905,3,Herrscher of the Void,Honkai Impact 3rd,0,171,0
9qnkbd,4655,2,Beowulf,Fate/Grand Order,3,1,3
90s2ds,145,2,Mesprit,Pokémon: Diamond & Pearl,2,1,2
z1zdb0,1296,3,Rin Tohsaka,Fate/stay night,4,1365,4
9m52wz,354,2,Yun Jin,Genshin Impact,2,116,2
gc425l,4707,3,Shibata Katsuie,Fate/Grand Order,0,1,0
gc0fbh,3150,1,Esri Tuatha Dé,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,0,5,0
g6nzxj,31275,1,Tanaka,Fate/Kaleid Liner Prisma Illya 3rei!!,2,1,2
g6whkz,16322,2,Hassan-i-Sabbah,Fate/Zero,1,1,1
gr3gg6,4333,3,Ishtar Ashtart,Fate/Grand Order,3,19,3
gjct4m,12043,2,Hitagi Senjogahara,Bakemonogatari,1,459,1
gj2b1k,5726,3,Miyamoto Musashi,Fate/Grand Order,2,136,2
gwsc9d,4114,2,Saber Lily,Fate/Grand Order,1,18,1
gwppkc,5696,1,Yamato,One Piece,2,1568,2
ghlrsc,11697,2,Shinobu Kochou,Demon Slayer: Kimetsu no Yaiba,2,3045,2
gmcmwr,5226,3,Lisa Yadomaru,Bleach,2,5,2
3ccp65,5249,3,Twenty-Fifth Baam,Tower of God,2,244,2
36dx0d,29602,1,Witch Queen,Black Clover,2,1,2
3ss7bl,4416,3,Purple Heart,Hyperdimension Neptunia,0,62,0
3dw4r3,5019,3,Daiki Aomine,Kuroko's Basketball,2,220,2
3t8qs3,4905,3,Martha,Fate/Grand Order,2,1,2
3t8qsr,5584,3,Scáthach,Fate/Grand Order,4,262,4
3lz614,4917,3,Byakuya Togami,Danganronpa: The Animation,0,104,0
3lh5vb,10785,2,Misa Amane,Death Note,3,531,3
390lrb,4948,3,Jouichirou Yukihira,Food Wars! Shokugeki no Souma,2,24,2
39m8v9,4848,3,Lisa,Genshin Impact,4,277,0
39mlcc,12142,2,Hawks,My Hero Academia 4,4,391,4
3gsvfr,11670,2,Murasaki,Senran Kagura: Shinovi Versus,0,18,0
3znrzm,11271,2,Eru Chitanda,Hyouka,2,348,2
353qzx,5055,3,Cornelia Li Britannia,Code Geass: Lelouch of the Rebellion,4,14,4
35jmgp,14538,2,Kaori Shirasaki,Arifureta: From Commonplace to World's Strongest,3,16,3
3qc2d0,3569,2,Watanabe-no-Tsuna,Fate/Grand Order,2,1,2
3vshf6,25916,1,La Signora,Genshin Impact,1,105,1
rxj4c1,28036,1,Erica,Fate/Kaleid Liner Prisma Illya 3rei!!,2,1,2
rdj45l,4335,3,Cú Chulainn (Caster),Fate/Grand Order,3,6,3
r7bxdx,3830,3,Mavis Vermilion,Fairy Tail,2,43,2
rl43px,3436,3,Saber,Fate/stay night,4,1285,0
r9jdjx,3757,3,Nodoka Toyohama,Rascal Does Not Dream of Bunny Girl Senpai,4,26,4
rgn9sf,4630,3,Fil Nilvaren,No Game No Life,1,9,1
r3rbr5,27922,1,Lira,Black Clover,3,1,3
rr7gwp,11824,2,Ai Hayasaka,Kaguya-sama: Love Is War,1,932,1
rr0tp9,700,1,Nasse,Platinum End,4,20,4
rpv6df,3500,3,Linlin Charlotte,One Piece,1,44,1
r1vtcm,7149,1,Miyamoto Musashi,Fate/Grand Order,2,136,2
rng3j2,3845,3,Alice Synthesis Thirty,Sword Art Online: Alicization,2,376,2
rnp0jh,27144,1,Rosalie Roseguard,Cautious Hero: The Hero Is Overpowered but Overly Cautious,2,1,2
rnp0q0,11758,2,Lily Aquaria,Black Clover,2,10,2
rj55ch,13029,2,Grey,Black Clover,1,17,1
rb9267,4339,3,Scáthach,Fate/Grand Order,0,262,0
rbpd16,12615,1,Saber,Fate/stay night,2,1285,2
rbbnn0,3148,2,Chacha,Fate/Grand Order,3,5,3
r50kbb,3276,3,Diluc,Genshin Impact,2,858,2
rknpms,3332,3,Ulquiorra Schiffer,Bleach,2,428,2
r0psss,3401,3,Dark Sakura,Fate/stay night: Heaven's Feel II. lost butterfly,0,93,0
rhh1r2,12206,1,Usopp,One Piece,2,727,2
rqlvq1,4216,3,Smokey Brown,JoJo's Bizarre Adventure,2,7,2
rqlmlz,3282,3,Caulifla,Dragon Ball Super,2,19,2
pc1pzj,11208,2,Katsuya Jonouchi,Yu-Gi-Oh! Duel Monsters,1,55,1
pdjqd0,26514,1,Ayumi Otosaka,Charlotte,0,14,0
pdk2r5,4253,3,Palm Siberia,Hunter x Hunter (2011),1,15,1
p8ckhf,3882,3,Nejire Hado,My Hero Academia 3,0,118,0
pf4cfd,8101,1,Lady Kasuga,Fate/Grand Order,3,1,3
p4t9fg,10496,2,Kusuo Saiki,The Disastrous Life of Saiki K.,2,756,2
4c44fp,2424,3,Nasa Yuzaki,Tonikaku Kawaii,0,43,0
48fhwp,9536,2,Miyamoto Musashi,Fate/Grand Order,1,136,1
4dw05x,3090,3,Tokino Sora,Hololive: Holo no Graffiti,3,50,3
4txgms,6827,1,Ultra Heroine Z,Fate/Grand Order,3,1,3
4ttg4c,6470,1,Croissant,Food Fantasy,2,4,2
4948zv,24202,1,Oboro,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",1,13,1
4z0mrm,1660,3,Sogeking,One Piece,4,81,4
4nkmlg,1995,3,Zen,Mystic Messenger,2,164,2
4btpn9,12338,1,Jeanne d'Arc (Alter),Fate/Grand Order,2,366,2
zcjqxd,3092,1,Ishtar Ashtart,Fate/Grand Order,2,19,2
45p21v,1278,3,Tsukasa Yuzaki,Tonikaku Kawaii,2,490,2
4h3sv8,611,3,Morgan,Fate/Grand Order,3,68,3
4kk6sd,11017,2,Archimedes,Fate/EXTELLA,1,1,1
4wx4w9,9614,2,Saber,Fate/Prototype,1,23,1
4w8fg5,23619,1,Tetra,Log Horizon 2,4,12,4
4wqvfr,2334,3,Sylvia,KonoSuba: God's blessing on this wonderful world! Legend of Crimson,1,10,1
4wvqbj,674,3,Saber Lily,Fate/Grand Order,0,18,0
4qvj0p,1015,3,Miyako Arima,MELTY BLOOD,2,4,2
z6r6k1,9423,2,Josuke Higashikata,JoJo's Bizarre Adventure: Diamond Is Unbreakable,4,516,4
zx4gfz,1565,3,Ymir,Attack on Titan,2,82,2
vvkb0x,831,1,Sakura Miko,Hololive: Holo no Graffiti,4,119,3
zdhb0t,9677,2,Sieg,Fate/Apocrypha,2,5,2
zlhs0b,1625,2,Shuten-Douji,Fate/Grand Order,3,61,3
zfznfx,12186,1,Jeanne d'Arc (Alter),Fate/Grand Order,2,366,2
z7cd5m,12401,1,Mordred,Fate/Apocrypha,3,210,3
z76fwf,2403,3,Hinata Tachibana,Tokyo Revengers,3,284,3
jcvqzw,265,2,Nikola Tesla,Fate/Grand Order,2,6,2
z7l8m4,16735,1,Sabyr,RWBY,1,1,1
z7ll6k,3995,2,Hayase Nagatoro,"Don't Toy with Me, Miss Nagatoro",2,1211,2
z79s4c,2244,3,William Vangeance,Black Clover,2,10,2
z739c7,1825,3,Assassin,Fate/stay night,0,12,0
z72l23,2485,2,Napoleon Bonaparte,Fate/Grand Order,1,5,1
z7hmlg,1070,3,Fuutarou Uesugi,The Quintessential Quintuplets,1,45,1
ztrmsm,1763,3,Shiro,No Game No Life,4,842,3
z8dbqd,13071,1,Nene Saikyou,Chivalry of a Failed Knight,2,3,2
wd0r2w,3580,2,Rin Tohsaka,Fate/stay night,4,1365,4
zfshpn,3033,1,Morgan,Fate/Grand Order,4,68,4
zf87xj,9730,2,Yuuto Kiba,High School DxD,2,18,2
zfnl4w,10182,1,Ayane Shirakawa,Overflow,2,593,2
zfq6s0,714,3,Yumichika Ayasegawa,Bleach,3,9,3
h6llcd,998,2,Jeanne d'Arc (Alter),Fate/Grand Order,4,366,3
zggv0g,4896,1,Koharu,Fate/Requiem,1,1,1
z3rsfp,2116,3,Android 21 (Evil),Dragon Ball FighterZ,1,58,1
z3br3s,1620,3,Theresa Apocalypse,Honkai Impact 3rd,3,28,3
zrnspx,22669,1,Demon King,"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku Dake Dewanai no ja!",2,13,2
zrkk4s,1718,3,Miyamoto Musashi,Fate/Grand Order,2,136,2
zr2tqz,1657,2,Orion,Fate/Grand Order,2,1,2
zrmdzg,22659,1,Nonna Zell,No Game No Life: Zero,2,3,2
wmp8g0,2303,2,Erza Scarlet,Fairy Tail,3,1011,3
v49mtm,2708,1,Shiro,No Game No Life,4,842,1
j81qx9,7325,2,Ereshkigal,Fate/Grand Order,2,189,2
bznlwq,6302,2,Saber (Alter),Fate/stay night: Heaven's Feel II. lost butterfly,3,274,3
bvm0wp,5465,2,Jeanne d'Arc,Fate/Apocrypha,1,180,1
zp7xxm,2225,3,Elizabeth Báthory,Fate/EXTRA CCC,1,9,1
1h814z,513,3,Cú Chulainn (Caster),Fate/Grand Order,1,6,1
zz6d6g,1894,3,Gudako,Fate/Grand Order,1,17,1
1xtvgj,660,3,Atalanta,Fate/Apocrypha,0,19,0
1cw0v4,359,3,Vlad III,Fate/Apocrypha,1,3,1
1x9cq4,348,3,Brynhildr,Fate/Prototype: Sougin no Fragments,1,14,1
1lp807,1147,3,Billy the Kid,Fate/Grand Order,0,3,0
1pwrk6,312,3,Oda Nobunaga,Fate/KOHA-ACE,2,79,2
1n6t2f,9049,2,Jeanne d'Arc (Alter),Fate/Grand Order,4,366,4
zpm90t,88,3,Qin Shi Huang,Fate/Grand Order,1,8,1
hjg1gf,37,2,Miyamoto Musashi,Fate/Grand Order,4,136,0
z4lc0p,12563,1,Legosi,Beastars,3,245,3
z4l3hj,19099,1,Altria Pendragon (Alter),Fate/Grand Order,2,110,2
z4g43v,10526,2,Saeko Busujima,Highschool of the Dead,2,267,2
z4r89m,85,3,Romulus-Quirinus,Fate/Grand Order,3,6,3
z4r89v,1761,3,Ayako Mitsuzuri,Fate/stay night,4,1,4
z4r8gr,2166,3,Konan,Naruto Shippuden,3,85,3
z4zh6b,1775,3,Tamaki Amajiki,My Hero Academia 3,2,252,2
1bv4qf,285,2,Da Vinci-chan,Fate/Grand Order,2,12,2
qdt0vc,41,2,Saber,Fate/stay night,4,1285,2
vwp00,76,1,Sakura Matou,Fate/stay night,4,163,2
2jmpm2,1246,2,Dark Sakura,Fate/stay night: Heaven's Feel II. lost butterfly,4,93,3
x4xcq,1770,1,Saber,Fate/stay night,4,1285,2
z4qrxd,56,3,Tomoe Shirayuki,Nijisanji,3,12,3
z402f3,9287,2,Urara Kawashima,Food Wars! Shokugeki no Souma,2,2,2
zzpxp1,1822,3,Cloud Tea,Food Fantasy,2,3,2
zzpx4p,874,3,Jeanne d'Arc (Alter),Fate/Grand Order,2,366,1
zz5tjn,35,3,Tomoe Shirayuki,Nijisanji,3,12,3
z10pln,531,3,Tarou Kabakura,Wotakoi: Love is Hard for Otaku,4,49,4
zjlf62,9413,2,707,Mystic Messenger,2,337,2
17c1n4,1508,3,Gilgamesh (Caster),Fate/Grand Order,1,131,1
zbqtd8,4506,1,Kaleido Ruby,Fate/hollow ataraxia,3,1,3
z5xz5g,886,3,Altria Pendragon (Alter),Fate/Grand Order,2,110,2
z5s67c,22138,1,Adenela,Cautious Hero: The Hero Is Overpowered but Overly Cautious,3,7,3
z2kcqw,22063,1,Magical Bushido Musashi,Fate/kaleid liner PRISMA ILLYA,2,1,2
zhdwfn,978,1,Pomu Rainpuff,Nijisanji EN,2,115,2
zq3q2k,601,3,Narancia Ghirga,JoJo's Bizarre Adventure: Golden Wind,0,142,0
z09gnc,1316,3,Saber,Fate/Prototype,0,23,0
zvn3k4,11418,1,Alluka Zoldyck,Hunter x Hunter (2011),2,148,2
zmxctb,1179,3,Shiro,No Game No Life,4,842,2
1cjs6s,9329,2,Retsu Unohana,Bleach,2,340,2
16xz6j,15391,1,Galarian Ponyta,Pokémon Journeys: The Series,1,5,1
163f8k,1051,2,Sessyoin Kiara,Fate/EXTRA CCC,1,28,1
160z06,2166,2,Demon King Nobunaga,Fate/Grand Order,1,41,1
1622b9,8542,2,Ikumi Mito,Food Wars! Shokugeki no Souma,2,49,2
1xq6mg,562,3,Falco Grice,Attack on Titan: The Final Season,2,35,2
1dl2qg,19,2,Eizen,Tales of Berseria,2,6,2
1vqgh3,218,3,Gaius Julius Caesar,Fate/Grand Order,1,1,1
1d0rph,1413,3,Hisoka,Hunter x Hunter,1,1105,1
19sjdq,1288,3,Hisoka,Hunter x Hunter,2,1105,2
17pttz,2639,1,Osakabehime,Fate/Grand Order,2,15,2
18j7lh,2645,1,Himiko,Fate/Grand Order,3,7,3
180td7,8696,2,Senkou,Senran Kagura: New Link,1,7,1
18m7kd,8389,2,Ranpo Edogawa,Bungou Stray Dogs,2,626,2
1l3f3n,207,3,Saber Lion,Carnival Phantasm,1,23,1
1lqvq0,1353,3,Rin Okumura,Blue Exorcist,3,346,3
19z7s4,11982,1,Muichirou Tokitou,Demon Slayer: Kimetsu no Yaiba,1,1068,1
19nshg,14,3,EMIYA (Alter),Fate/Grand Order,2,1,2
1gq849,2719,2,Kaido,One Piece,3,148,3
13rvw6,9420,2,Momo Yaoyorozu,My Hero Academia,4,178,4
bnzhl0,3200,1,Vivy,Vivy: Fluorite Eye's Song,4,311,4
131pnn,374,3,Muzan Kibutsuji,Demon Slayer: Kimetsu no Yaiba,1,354,1
13j3qc,611,3,Hoshimachi Suisei,Hololive: Holo no Graffiti,4,680,4
13j3qx,9255,2,Aether,Genshin Impact,3,227,3
13j3qs,8342,2,Garou,One-Punch Man 2,1,319,1
1356lz,600,3,Charmy Pappitson,Black Clover,2,81,2
1p8bqc,960,3,Rei Sakuma,Ensemble Stars!,2,125,2
148q36,2430,1,Wu Zetian,Fate/Grand Order,0,4,0
1442k8,488,2,Queen of Sheba,Fate/Grand Order,1,9,1
14q08q,154,3,Yuki Amane,Steins;Gate 0,2,4,2
k8fcjm,3742,2,Abigail Williams,Fate/Grand Order,1,39,1
ns2jmj,1371,2,Charlemagne,Fate/EXTELLA LINK,1,14,1
1ql1g9,95,2,Ibuki-Douji,Fate/Grand Order,2,7,2
11qngt,20612,1,Fafnir,Fate/Apocrypha,1,1,1
11vt9j,792,3,Jaguar Man,Fate/Grand Order,1,13,1
n6h82t,705,3,Paul Bunyan,Fate/Grand Order,1,2,1
1nxqfk,3354,2,Kyoshiro,One Piece,3,2,3
1n5830,9083,2,Joker,Persona 5 the Animation,4,658,4
1n24cn,666,2,Notaro,Rurouni Kenshin,0,1,0
1jd1j5,14696,1,Assassin Coli,Epic Seven,2,2,2
1jw7ns,8634,2,Mitsuri Kanroji,Demon Slayer: Kimetsu no Yaiba,1,2093,1
1b9jzg,14286,1,Kamen Rider Saber,Kamen Rider Saber: Short Story Activity Manga Collection,2,2,2
n271l8,24,3,Scáthach,Fate/Grand Order,3,262,3
15p208,20552,1,Miyako Arima,MELTY BLOOD,2,4,2
nt15j7,1774,1,Saber Lily,Fate/Grand Order,2,18,2
1w7kms,206,2,Scheherazade,Fate/Grand Order,1,17,1
126hsk,202,2,Troia Hippos,Fate/Grand Order,2,1,2
1w7w65,305,2,Kaiser Nobunaga,Fate/Grand Order,2,4,2
1whgq3,9390,2,Saber (Alter),Fate/stay night: Heaven's Feel II. lost butterfly,1,274,1
1hzf9p,228,2,Caren C. Hortensia,Fate/Grand Order,2,13,2
1hh3x2,4922,2,Sukuna's Finger,Jujutsu Kaisen,3,92,3
1q6b95,8658,2,Bepo,One Piece,2,52,2
1qlhnc,8008,2,Senkou,Senran Kagura: New Link,1,7,1
1q955s,957,3,Kale,Dragon Ball Super,2,6,2
1qrhl1,118,3,Vikala,Granblue Fantasy,2,11,2
1qmvzx,2451,1,Kaleido Ruby,Fate/hollow ataraxia,2,1,2
106t3b,70,2,Antonio Salieri,Fate/Grand Order,1,4,1
106tn3,6781,1,Zen,Mystic Messenger,2,164,2
10stf2,169,2,Fairy Knight Gawain,Fate/Grand Order,1,75,1
10dsvl,2536,1,Ant King,Solo Leveling,0,21,0
10dw8r,8414,2,Archer,Fate/Prototype,1,12,1
10t3qz,20,3,Tetsurou Kuroo,Haikyuu!!,1,300,1
10k2mf,420,3,Pholia,Granblue Fantasy,3,1,3
10wl6p,53,3,Aura Bella Fiora,Overlord,1,39,1
1vpplf,7931,2,Cookie,Food Fantasy,3,12,3
1vjj7p,9043,1,Sucrose,Genshin Impact,1,215,1
jl2565,6870,2,Misaka Mikoto,A Certain Scientific Railgun,2,311,2
ncnm47,46,3,213,Heaven's Design Team,1,4,1
n6ggr1,8395,2,Muichirou Tokitou,Demon Slayer: Kimetsu no Yaiba,3,1068,3
n6ksb1,7912,2,Xenovia Quarta,High School DxD NEW,2,200,2
nxphhb,11822,1,Mina Ashido,My Hero Academia,2,140,2
nxn9hq,416,3,Akito Sohma,Fruits Basket,2,14,2
nx2bwm,47,3,Martha,Fate/Grand Order,0,1,0
nsdx78,1291,2,William Tell,Fate/Grand Order,2,1,2
nsv07v,1905,1,Aphrodite,Fate/Grand Order,2,2,2
n7907m,194,3,Rena Ryuuguu,When They Cry: Higurashi,1,92,1
n7m58j,458,3,Sukuna,Jujutsu Kaisen,2,5199,2
ntxg34,530,3,Johan Liebert,Monster,2,398,2
n82ch4,3074,2,Rei Suzukawa,Mankitsu Happening,2,311,2
nl9zb7,1156,2,Suzuka Gozen,Fate/Grand Order,4,5,4
n9jx6x,1631,1,Diarmuid Ua Duibhne (Saber),Fate/Grand Order,2,1,2
ng2ln3,1517,1,Morgan,Fate/Grand Order,2,68,2
n36vdt,536,3,Xander,Fire Emblem Fates,3,10,3
nr6c39,1492,1,Big Nobu,Fate/Grand Order,4,3,4
