"code","number","edition","character","series","quality","obtainedDate","obtainedTimestamp","burnValue","dye.code","dye.name","frame","morphed","trimmed","tag","alias","wishlists","fights","dropQuality","dropper","grabber","guild","worker.effort","worker.style","worker.purity","worker.grabber","worker.dropper","worker.quickness","worker.toughness","worker.vanity","worker.recoveryDate","worker.recoveryTimestamp"
"vwbrgn1","35057","2","Joe Yabuki","Ashita no Joe","2","Wed, 22 Nov 2023 23:38:25 GMT","1700696305625","29","","","","No","No","","","20","0","2","632803583586205729","632803583586205729","768148469667201054","15","F","S","S","S","A","F","D","",""
"vwb1p3l","942","2","Queen Adele","The Legendary Hero Is Dead!","3","Wed, 22 Nov 2023 18:54:38 GMT","1700679278638","69","","","","No","No","","","0","0","3","632803583586205729","632803583586205729","768148469667201054","40","F","S","S","S","A","F","D","",""
"vwbnq4r","1048","3","Graffaloon","Farming Life in Another World","1","Wed, 22 Nov 2023 17:48:44 GMT","1700675324839","25","","","","No","No","","","1","0","1","632803583586205729","632803583586205729","768148469667201054","14","F","S","S","S","B","F","D","",""
"vwb02f5","20836","2","Milk Tea","Food Fantasy","1","Wed, 22 Nov 2023 08:00:41 GMT","1700640041983","23","","","","No","No","","","38","0","1","632803583586205729","632803583586205729","768148469667201054","14","F","S","S","S","A","F","D","",""
"vwbvrs5","59034","1","Little Oars Jr.","One Piece","2","Wed, 22 Nov 2023 05:47:16 GMT","1700632036338","12","","","","No","No","","","1","0","2","632803583586205729","632803583586205729","768148469667201054","6","F","S","S","S","S","F","D","",""
"vw56dwj","59454","1","Inojin Yamanaka","Boruto: Naruto Next Generations","0","Wed, 22 Nov 2023 03:35:40 GMT","1700624140119","4","","","","No","No","","","1","0","0","632803583586205729","632803583586205729","768148469667201054","1","F","S","S","S","B","F","D","",""
"vwwm8pq","18542","1","Cyprine","Sailor Moon S","3","Fri, 17 Nov 2023 20:39:31 GMT","1700253571233","23","","","","No","No","","","1","0","3","632803583586205729","632803583586205729","768148469667201054","14","F","S","S","S","A","F","D","",""
"vw2640t","3116","5","Ferdinand von Aegir","Fire Emblem: Three Houses","1","Fri, 17 Nov 2023 18:29:46 GMT","1700245786832","23","","","","No","No","","","23","0","1","632803583586205729","632803583586205729","768148469667201054","14","F","S","S","S","S","F","D","",""
"vw2gtp8","3759","3","Denji","Chainsaw Man","4","Fri, 17 Nov 2023 06:35:48 GMT","1700202948211","360","","","","No","No","","","3684","0","4","632803583586205729","632803583586205729","768148469667201054","198","F","S","S","S","A","F","D","",""
"vw2fh0n","2130","5","Haru Kagurano","Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart","2","Fri, 17 Nov 2023 05:57:53 GMT","1700200673701","44","","","","No","No","","","1","0","2","632803583586205729","632803583586205729","768148469667201054","25","F","S","S","S","S","F","D","",""
"vwh7j5h","7618","4","Julius Amidonia","How a Realist Hero Rebuilt the Kingdom","2","Thu, 16 Nov 2023 00:25:16 GMT","1700094316999","27","","","","No","No","","","1","0","2","632803583586205729","632803583586205729","768148469667201054","15","F","S","S","S","A","F","D","",""
"vwhvf0g","12591","3","Kanonno Earheart","Tales of the World: Radiant Mythology","2","Tue, 14 Nov 2023 22:46:04 GMT","1700001964444","26","","","","No","No","","","3","0","2","632803583586205729","632803583586205729","768148469667201054","15","F","S","S","S","A","F","D","",""
"vwqfrxp","32739","2","Gouhin","Beastars","2","Tue, 14 Nov 2023 08:16:55 GMT","1699949815546","35","","","","No","No","","","24","0","2","632803583586205729","632803583586205729","768148469667201054","20","F","S","S","S","A","F","D","",""
"vw026qg","9499","4","Jessie's Mimikyu","Pokémon Sun & Moon","2","Sun, 12 Nov 2023 04:59:40 GMT","1699765180777","56","","","","No","No","","","15","0","2","632803583586205729","632803583586205729","768148469667201054","30","F","S","S","S","A","F","D","",""
"vwmdj6m","10567","4","Cap","Sonny Boy","3","Fri, 10 Nov 2023 04:04:01 GMT","1699589041201","43","","","","No","No","","","1","0","3","632803583586205729","632803583586205729","768148469667201054","24","F","S","S","S","S","F","D","",""
"vwmghlb","13054","3","Shiroyasha","Problem Children Are Coming from Another World, Aren't They?","3","Thu, 09 Nov 2023 20:55:48 GMT","1699563348560","61","","","","No","No","","","4","0","3","632803583586205729","632803583586205729","768148469667201054","34","F","S","S","S","A","F","D","",""
"v2cnl46","318","4","Bakery Shop Owner","Spy Classroom","3","Wed, 08 Nov 2023 01:31:02 GMT","1699407062833","74","","","","No","No","","","1","0","3","632803583586205729","632803583586205729","768148469667201054","48","F","S","S","S","A","F","B","",""
"v2c0h2g","3209","5","Minako Aino","Sailor Moon","0","Tue, 07 Nov 2023 14:41:50 GMT","1699368110909","16","","","","No","No","","","32","0","0","632803583586205729","632803583586205729","768148469667201054","8","F","S","S","S","B","F","D","",""
"v26852f","56061","1","Mega Latias","Pokémon XY: Mega Evolution","0","Tue, 07 Nov 2023 01:35:40 GMT","1699320940831","5","","","","No","No","","","1","0","0","632803583586205729","632803583586205729","768148469667201054","1","F","S","S","S","B","F","D","",""
