"code","number","edition","character","series","quality","obtainedDate","obtainedTimestamp","burnValue","dye.code","dye.name","frame","morphed","trimmed","tag","alias","wishlists","fights","dropQuality","dropper","grabber","guild","worker.effort","worker.style","worker.purity","worker.grabber","worker.dropper","worker.quickness","worker.toughness","worker.vanity","worker.recoveryDate","worker.recoveryTimestamp"
"v0zkxdj","14181","2","Nonna","Girls und Panzer","2","Tue, 30 May 2023 18:08:45 GMT","1685470125933","27","","","","No","No","kobe","","14","0","2","393131628827770890","393131628827770890","730537558911484028","15","F","S","S","S","S","F","D","",""
"v018v6m","53631","1","Babasare","Ghost Stories","2","Tue, 30 May 2023 00:17:04 GMT","1685405824271","3","","","","No","No","kobe","","1","0","2","393131628827770890","393131628827770890","730537558911484028","1","F","S","S","S","A","F","D","",""
"v0bxhvb","53193","1","Lady Lilith","Hozuki's Coolheadedness","2","Thu, 25 May 2023 17:05:46 GMT","1685034346193","4","","","","No","No","kobe","","0","0","2","393131628827770890","393131628827770890","730537558911484028","1","F","S","S","S","S","F","D","",""
"v0wh9fr","20735","1","Jesse","Fire Emblem Echoes: Shadows of Valentia","3","Sat, 20 May 2023 01:42:51 GMT","1684546971130","18","","","","No","No","kobe","","1","0","3","393131628827770890","393131628827770890","730537558911484028","14","F","S","S","S","S","F","D","",""
"v0hxvzs","52368","1","Yuusei","Brothers Conflict","2","Thu, 18 May 2023 07:05:28 GMT","1684393528180","4","","","","No","No","kobe","","1","0","2","393131628827770890","393131628827770890","730537558911484028","1","F","S","S","S","A","F","D","",""
"v0q1wzw","52764","1","King Bradley","Fullmetal Alchemist","2","Tue, 16 May 2023 01:26:41 GMT","1684200401384","20","","","","No","No","kobe","","12","0","2","393131628827770890","393131628827770890","730537558911484028","13","F","S","S","S","S","F","D","",""
"v0vpcrl","7502","4","Kurou Kiyosumi","The iDOLM@STER SideM","2","Sat, 13 May 2023 09:25:09 GMT","1683969909536","30","","","","No","No","kobe","","1","0","2","393131628827770890","393131628827770890","730537558911484028","19","F","S","S","S","A","F","D","",""
"vvtwzlf","51960","1","Ancient Forest Dragon","Rage of Bahamut: Genesis","2","Mon, 01 May 2023 11:33:13 GMT","1682940793150","4","","","","No","No","kobe","","0","0","2","393131628827770890","393131628827770890","730537558911484028","1","F","S","S","S","A","F","D","",""
"vv86z36","581","1","Bujing","Avatar: The Last Airbender","2","Mon, 01 May 2023 00:32:59 GMT","1682901179559","22","","","","No","No","kobe","","1","0","2","393131628827770890","393131628827770890","730537558911484028","18","F","S","S","S","A","F","A","",""
"vv8zf1k","7247","4","Assassin","Fate/stay night","2","Sun, 30 Apr 2023 08:31:07 GMT","1682843467275","45","","","","No","No","gifts","","12","0","2","393131628827770890","393131628827770890","730537558911484028","25","F","S","S","S","A","F","C","",""
"vv84pk2","2560","4","Daniela Dimitrescu","Resident Evil Village","2","Sun, 30 Apr 2023 08:29:07 GMT","1682843347805","63","","","","No","No","","","42","0","2","646567058435211284","646567058435211284","730537558911484028","35","F","S","F","F","A","F","C","",""
"vvf744n","12228","3","Azuma Yukishiro","A3! Season Autumn & Winter","1","Fri, 28 Apr 2023 02:07:22 GMT","1682647642005","14","","","","No","No","kobe","","5","0","1","393131628827770890","393131628827770890","730537558911484028","8","F","S","S","S","A","F","D","",""
"vvfrnx9","52378","1","Bahharoppa","Cerberus","2","Thu, 27 Apr 2023 17:26:02 GMT","1682616362568","1","","","","No","No","kobe","","1","0","2","393131628827770890","393131628827770890","730537558911484028","0","F","S","S","S","A","F","D","",""
"vvfw8lg","52273","1","Shinju Harumi","t7s Longing for summer Again And Again: Harukaze","0","Thu, 27 Apr 2023 04:41:28 GMT","1682570488520","1","","","","No","No","kobe","","1","0","0","393131628827770890","393131628827770890","730537558911484028","0","F","S","S","S","A","F","D","",""
"vv9f51p","12930","3","Akito Sohma","Fruits Basket","3","Wed, 26 Apr 2023 14:46:25 GMT","1682520385306","92","","","","No","No","kobe","","14","0","3","393131628827770890","393131628827770890","730537558911484028","51","F","S","S","S","A","F","D","",""
"vv91z0x","14654","3","Sara Hoshikawa","Nijisanji","3","Wed, 26 Apr 2023 04:01:34 GMT","1682481694316","97","","","","No","No","kobe","","11","0","3","393131628827770890","393131628827770890","730537558911484028","53","F","S","S","S","A","F","D","",""
"vvg3czb","51894","1","Machop","Pokémon Advanced","4","Tue, 25 Apr 2023 02:31:31 GMT","1682389891792","60","","","","No","No","kobe","","1","0","4","393131628827770890","393131628827770890","730537558911484028","35","F","S","S","S","S","F","D","",""
"vv309tx","49545","1","Guzma's Golisopod","Pokémon Sun & Moon","0","Sun, 23 Apr 2023 02:47:20 GMT","1682218040019","2","","","","No","No","kobe","","1","0","0","393131628827770890","393131628827770890","730537558911484028","1","F","S","S","S","B","F","D","",""
"vvrnt6q","51453","1","Bear","Kill Me Baby","1","Sat, 22 Apr 2023 03:45:48 GMT","1682135148169","3","","","","No","No","kobe","","1","0","1","393131628827770890","393131628827770890","730537558911484028","1","F","S","S","S","B","F","D","",""
"vvnt3fs","51581","1","Ero Books G-man","Denki-Gai","3","Sun, 16 Apr 2023 03:22:14 GMT","1681615334599","8","","","","No","No","kobe","","0","0","3","393131628827770890","393131628827770890","730537558911484028","4","F","S","S","S","A","F","D","",""
"vvvnllz","6652","4","Arashi Nagase","Paradise Kiss","2","Tue, 04 Apr 2023 02:34:50 GMT","1680575690224","26","","","","No","No","hot","","6","0","2","393131628827770890","393131628827770890","730537558911484028","16","F","S","S","S","A","F","D","",""
"vm68jh1","2161","2","Masahito Karakiri","Summer Time Rendering","2","Sat, 01 Apr 2023 07:22:06 GMT","1680333726911","25","","","","No","No","kobe","","1","0","2","393131628827770890","393131628827770890","730537558911484028","15","F","S","S","S","A","F","C","",""
"vm6bm5f","1914","3","Riho Sasaki","The Devil Is a Part-Timer!","4","Fri, 31 Mar 2023 18:52:58 GMT","1680288778735","114","","","","No","No","kobe","","1","0","4","393131628827770890","393131628827770890","730537558911484028","76","F","S","S","S","S","F","B","",""
"vmxlk9n","50793","1","Karin Mibu","Prism Ark","2","Fri, 31 Mar 2023 04:52:28 GMT","1680238348784","2","","","","No","No","kobe","","0","0","2","393131628827770890","393131628827770890","730537558911484028","1","F","S","S","S","S","F","D","",""
"vmd7jmc","51145","1","Alice Kuji","Rail Wars!","2","Wed, 29 Mar 2023 02:09:22 GMT","1680055762815","6","","","","No","No","kobe","","1","0","2","393131628827770890","393131628827770890","730537558911484028","4","F","S","S","S","A","F","D","",""
"vmfg8z6","10753","2","Naota Nandaba","FLCL","2","Thu, 23 Mar 2023 03:57:57 GMT","1679543877994","28","","","","No","No","kobe","","39","0","2","393131628827770890","393131628827770890","730537558911484028","15","F","S","S","S","S","F","D","",""
"vmzv1fk","50067","1","Caesar","Ozmafia!!","1","Wed, 15 Mar 2023 02:39:18 GMT","1678847958088","5","","","","No","No","kobe","","1","0","1","393131628827770890","393131628827770890","730537558911484028","1","F","S","S","S","A","F","D","",""
"vmj288h","50211","1","Xatu","Pokémon","4","Sun, 12 Mar 2023 04:50:05 GMT","1678596605085","49","","","","No","No","kobe","","1","0","4","393131628827770890","393131628827770890","730537558911484028","26","F","S","S","S","A","F","D","",""
"vmbnx7n","55","5","Tsunade","Naruto","1","Sat, 11 Mar 2023 07:52:46 GMT","1678521166229","43","","","","No","No","hamz","","278","1","0","393131628827770890","393131628827770890","730537558911484028","30","F","A","S","S","S","D","A","",""
"vm5h9lp","25734","2","Erika Kaga","Kemono Jihen","3","Fri, 10 Mar 2023 02:51:47 GMT","1678416707871","28","","","","No","No","kobe","","1","0","3","393131628827770890","393131628827770890","730537558911484028","16","F","S","S","S","A","F","D","",""
"xfk8vr","10533","3","Inuyasha","InuYasha","2","Fri, 03 Mar 2023 03:17:17 GMT","1677813437118","82","","","","No","No","inuyashas","","327","0","2","","379698833694785536","396915157948956672","38","F","S","F","F","F","F","D","",""
"c7wjt4","5399","4","Inuyasha","InuYasha","1","Fri, 03 Mar 2023 03:16:33 GMT","1677813393353","42","","","","No","No","inuyashas","","327","0","1","","717914102776725525","800213121822097459","24","F","S","F","F","A","F","C","",""
"vmv4hr8","5512","4","Inuyasha","InuYasha","0","Fri, 03 Mar 2023 03:15:41 GMT","1677813341595","21","","","","No","No","inuyashas","","327","2","0","","178594702319157260","730537558911484028","13","F","S","F","F","S","C","C","",""
"vmm2vl1","167","5","Yasuharu Yasuda","Slam Dunk","2","Wed, 01 Mar 2023 22:41:42 GMT","1677710502326","32","","","","No","No","slam","","1","0","2","485541690380386337","485541690380386337","880182304201396234","20","F","S","F","F","B","F","A","",""
"c7q0lx","4905","1","Rush Bull","My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World!","3","Thu, 23 Feb 2023 04:10:22 GMT","1677125422185","11","","","","No","No","kobe","","1","0","3","393131628827770890","393131628827770890","730537558911484028","8","F","S","S","S","S","F","B","",""
"c9bm87","48837","1","Captain Ginyu","Dragon Ball Z","2","Sat, 18 Feb 2023 01:13:47 GMT","1676682827447","19","","","","No","No","kobe","","10","0","2","393131628827770890","393131628827770890","880182304201396234","13","F","S","S","S","B","F","D","",""
"640rrh","5526","4","Foie Gras","Food Fantasy","2","Thu, 05 Jan 2023 03:46:17 GMT","1672890377439","49","","","","No","No","kobe","","5","0","2","393131628827770890","393131628827770890","730537558911484028","29","F","S","S","S","S","F","C","",""
"6mvl0z","46592","1","Ahegao W Peace Sensei","My Sister, My Writer","1","Fri, 16 Dec 2022 06:20:11 GMT","1671171611455","7","","","","No","No","kobe","","1","0","1","393131628827770890","393131628827770890","730537558911484028","4","F","S","S","S","S","F","D","",""
"x63ltt","45696","1","Matsuda","High School DxD","2","Wed, 14 Dec 2022 01:55:54 GMT","1670982954663","6","","","","No","No","kobe","","1","0","2","393131628827770890","393131628827770890","730537558911484028","4","F","S","S","S","A","F","D","",""
